rodada,id_clube_home,id_clube_away,data
34,262,277,2022-10-26
34,263,280,2022-10-26
34,293,275,2022-10-26
34,282,286,2022-10-27
34,276,373,2022-10-27
34,264,266,2022-10-27
34,285,354,2022-10-27
34,356,294,2022-10-27
34,290,327,2022-10-27
34,1371,314,2022-10-27
