rodada,id_clube_home,id_clube_away,data
34,284,286,2024-11-20
34,265,275,2024-11-20
34,264,283,2024-11-20
34,280,276,2024-11-20
34,293,373,2024-11-20
34,1371,262,2024-11-20
34,288,287,2024-11-20
34,282,263,2024-11-21
34,267,285,2024-11-21
