rodada,id_clube_home,id_clube_away,data
15,262,1371,2024-07-06
15,276,280,2024-07-06
15,285,267,2024-07-07
15,283,264,2024-07-07
15,287,288,2024-07-07
15,263,282,2024-07-07
15,275,265,2024-07-07
15,356,266,2024-07-07
15,373,293,2024-07-07
15,286,284,2024-07-07
