rodada,id_clube_home,id_clube_away,data
23,284,265,2024-08-17
23,282,1371,2024-08-17
23,280,356,2024-08-17
23,266,264,2024-08-18
23,263,262,2024-08-18
23,275,276,2024-08-18
23,293,286,2024-08-18
23,373,285,2024-08-18
23,288,267,2024-08-18
23,287,283,2024-08-19
