rodada,id_clube_home,id_clube_away,data
7,284,280,2024-06-01
7,287,373,2024-06-01
7,266,286,2024-06-01
7,1371,285,2024-06-01
7,282,265,2024-06-02
7,267,262,2024-06-02
7,264,263,2024-06-02
7,276,283,2024-06-02
7,356,293,2024-06-02
7,288,275,2024-06-02
