rodada,id_clube_home,id_clube_away,data
13,267,263,2024-06-29
13,1371,280,2024-06-29
13,284,266,2024-06-30
13,282,373,2024-06-30
13,287,293,2024-06-30
13,262,283,2024-06-30
13,276,265,2024-06-30
13,356,286,2024-06-30
13,288,285,2024-06-30
13,275,264,2024-07-01
