rodada,id_clube_home,id_clube_away,data
19,262,2305,2025-08-09
19,276,287,2025-08-09
19,280,285,2025-08-09
19,356,263,2025-08-09
19,267,282,2025-08-10
19,275,354,2025-08-10
19,283,277,2025-08-10
19,284,292,2025-08-10
19,265,266,2025-08-10
19,286,264,2025-08-11
