rodada,id_clube_home,id_clube_away,data
3,275,264,2025-04-12
3,280,263,2025-04-12
3,286,354,2025-04-12
3,266,277,2025-04-13
3,267,292,2025-04-13
3,276,283,2025-04-13
3,282,287,2025-04-13
3,284,262,2025-04-13
3,265,2305,2025-04-13
3,356,285,2025-04-13
