rodada,id_clube_home,id_clube_away,data
37,267,2305,2025-12-02
37,284,266,2025-12-03
37,356,264,2025-12-03
37,286,277,2025-12-03
37,265,292,2025-12-03
37,276,285,2025-12-03
37,262,354,2025-12-04
37,283,263,2025-12-04
