rodada,id_clube_home,id_clube_away,data
22,263,280,2025-08-30
22,354,286,2025-08-30
22,262,284,2025-08-31
22,264,275,2025-08-31
22,277,266,2025-08-31
22,2305,265,2025-08-31
22,283,276,2025-08-31
22,285,356,2025-08-31
22,287,282,2025-08-31
22,292,267,2025-08-31
