rodada,id_clube_home,id_clube_away,data
13,262,276,2025-07-12
13,267,263,2025-07-12
13,285,287,2025-07-12
13,264,280,2025-07-13
13,283,284,2025-07-13
13,265,282,2025-07-13
13,356,354,2025-07-13
13,286,292,2025-07-14
