rodada,id_clube_home,id_clube_away,data
32,327,284,2021-11-13
32,285,293,2021-11-13
32,280,356,2021-11-13
32,373,277,2021-11-13
32,266,275,2021-11-14
32,264,1371,2021-11-14
32,276,262,2021-11-14
32,354,292,2021-11-14
32,315,286,2021-11-14
32,265,282,2021-12-02
