rodada,id_clube_home,id_clube_away,data
7,266,264,2021-06-27
7,275,265,2021-06-27
7,277,282,2021-06-27
7,327,285,2021-06-27
7,284,356,2021-06-27
7,354,276,2021-06-27
7,292,1371,2021-06-27
7,293,315,2021-06-27
7,286,262,2021-06-27
7,373,280,2021-06-28
