rodada,id_clube_home,id_clube_away,data
8,266,293,2021-06-30
8,277,292,2021-06-30
8,285,275,2021-06-30
8,356,315,2021-06-30
8,265,327,2021-06-30
8,264,276,2021-07-01
8,282,373,2021-07-01
8,280,354,2021-07-01
8,286,284,2021-07-01
8,1371,262,2021-07-01
