rodada,id_clube_home,id_clube_away,data
37,264,284,2021-12-05
37,282,280,2021-12-05
37,354,327,2021-12-05
37,265,266,2021-12-05
37,262,277,2021-12-06
37,276,286,2021-12-06
37,285,373,2021-12-06
37,293,275,2021-12-06
37,1371,356,2021-12-06
37,315,292,2021-12-07
