rodada,id_clube_home,id_clube_away,data
29,275,276,2023-10-25
29,283,265,2023-10-25
29,266,290,2023-10-26
29,280,282,2023-10-26
29,284,262,2023-10-26
29,293,327,2023-10-26
29,1371,264,2023-10-26
29,267,285,2023-10-27
29,277,294,2023-10-27
