rodada,id_clube_home,id_clube_away,data
21,262,285,2023-08-26
21,263,265,2023-08-27
21,275,267,2023-08-27
21,264,290,2023-08-27
21,280,1371,2023-08-27
21,282,277,2023-08-27
21,284,283,2023-08-27
21,293,266,2023-08-27
21,356,294,2023-08-27
21,327,276,2023-08-27
