rodada,id_clube_home,id_clube_away,data
26,267,276,2023-10-07
26,290,265,2023-10-07
26,266,263,2023-10-08
26,275,277,2023-10-08
26,264,262,2023-10-08
26,282,294,2023-10-08
26,285,284,2023-10-08
26,293,280,2023-10-08
26,356,327,2023-10-08
